,estimate,std_errors,t_ratios
Purpose_200_motor,0.0005376119,0.0002773506,1.9383837
Purpose_400_bus,-0.54534423,0.029018838,-18.792767
Purpose_400_train,0.33706164,0.022342168,15.086345
Purpose_400_walk,0.9580395,0.05301557,18.070908
Purpose_400_bike,-0.14157063,0.0074969395,-18.88379
Purpose_400_motor,-0.5996088,0.037351646,-16.053076
Purpose_600_bus,0.04467288,0.0042545903,10.499926
Purpose_600_train,0.05391164,0.003129742,17.225586
Purpose_600_walk,-0.0531494,0.002858041,-18.596443
Purpose_600_bike,0.10872985,0.006196657,17.546532
Purpose_600_motor,-0.023581952,0.0015490135,-15.223851
Purpose_500_bus,-0.17238364,0.0109373145,-15.761057
Purpose_500_train,-0.4894706,0.032025076,-15.283979
Purpose_500_walk,-0.3411874,0.01929886,-17.679146
Purpose_500_bike,-0.349673,0.024351168,-14.359598
Purpose_500_motor,-2.1202045e-07,5.7450205e-05,-0.0036905082
Purpose_202_bus,0.035793845,0.0028470682,12.572177
Purpose_202_train,0.1760929,0.010683243,16.483093
Purpose_202_walk,0.10902454,0.0071275714,15.296169
Purpose_202_bike,-0.032184407,0.0021733483,-14.808674
Purpose_202_motor,0.041655183,0.0025161374,16.55521
Purpose_201_bus,-0.31895635,0.018152444,-17.570986
Purpose_201_train,-0.32575113,0.020778222,-15.677526
Purpose_201_walk,-0.04240129,0.0058959546,-7.191591
Purpose_201_bike,-0.07953487,0.004704621,-16.905691
Purpose_201_motor,-0.0069094254,0.00037042727,-18.652582
job_type_Part time job_bus,0.21278322,0.011933401,17.830894
job_type_Part time job_train,-0.32984188,0.017672852,-18.663761
job_type_Part time job_walk,0.34203765,0.019945264,17.148815
job_type_Part time job_bike,-2.0635099e-07,5.7450205e-05,-0.0035918234
job_type_Part time job_motor,-2.018284e-07,5.7450205e-05,-0.0035131015
job_type_Management executive_bus,-0.05585676,0.0032402046,-17.238651
job_type_Management executive_train,-0.0074958843,0.00040561226,-18.48042
job_type_Management executive_walk,-0.052719157,0.0045897057,-11.486392
job_type_Management executive_bike,-3.789305e-08,5.7450205e-05,-0.00065958075
job_type_Management executive_motor,-8.737655e-08,5.7450205e-05,-0.0015209093
job_type_civil servant_bus,-0.8758544,0.04925139,-17.783344
job_type_civil servant_train,0.14231263,0.028519342,4.9900393
job_type_civil servant_walk,-0.8398785,0.04819783,-17.42565
job_type_civil servant_bike,-0.24751532,0.021274352,-11.634447
job_type_civil servant_motor,-0.18292598,0.0116554145,-15.694507
job_type_Housewife_bus,-0.76448035,0.04905255,-15.584926
job_type_Housewife_train,-0.3292975,0.017991766,-18.30268
job_type_Housewife_walk,2.076884,0.117864504,17.620945
job_type_Housewife_bike,-0.3664989,0.019757543,-18.549822
job_type_Housewife_motor,-0.36453566,0.019499896,-18.694237
job_type_Self employed/ Freelance_bus,-0.0,5.7450205e-05,-0.0
job_type_Self employed/ Freelance_train,-0.0,5.7450205e-05,-0.0
job_type_Self employed/ Freelance_walk,-0.0,5.7450205e-05,-0.0
job_type_Self employed/ Freelance_bike,0.0,5.7450205e-05,0.0
job_type_Self employed/ Freelance_motor,0.0,5.7450205e-05,0.0
job_type_Others_bus,0.65339833,0.041692343,15.671903
job_type_Others_train,0.11394358,0.020089822,5.6717067
job_type_Others_walk,-0.046424575,0.0070136497,-6.619175
job_type_Others_bike,0.8122277,0.052681364,15.417743
job_type_Others_motor,0.2200388,0.014508847,15.165836
job_type_Unemployed_bus,-0.06617775,0.011304016,-5.8543572
job_type_Unemployed_train,-0.090205416,0.08514029,-1.0594915
job_type_Unemployed_walk,-1.3623012,0.07867439,-17.31569
job_type_Unemployed_bike,-0.23729315,0.015841983,-14.978753
job_type_Unemployed_motor,0.6241657,0.037117634,16.815882
