HOUSEID,PERSONID,TRPTRANS,TRPACCMP,DRVRCNT,EDUC,HHFAMINC,HHSIZE,HHSTATE,HHVEHCNT,HOMEOWN,R_AGE_IMP,R_SEX_IMP,TRPMILES,TRVLCMIN,URBRUR,WORKER,WHYTRP1S,STRTTIME,TRIPPURP,choice,DA,SR,Transit,Bicycle,Walk,av_DA,av_SR,av_Transit,av_Bicycle,av_Walk,constant,DRVRCNT_imp,DRVRCNT_zero,DRVRCNT_one,DRVRCNT_two,DRVRCNT_3GE,education,less_Bachelor,Bachelor,Graduate,hhincome,hhincome_1,hhincome_2,hhincome_3,hhincome_4,hhsize,hhsize_1,hhsize_2,hhsize_3,hhsize_4,hhsize_5,hhsize3GE,HHVEHCNT_imp,veh_zero,veh_one,veh_two,veh_3GE,AGE,age_LE18,age18_24,age25_29,age30_44,age45_59,age60_74,age_75GE,Urban_Rural,Employ_status,Gender,Norm_tripmile,Norm_triptime,triptime_scaled,triptime_log,IndivID,ALT_16,ALT_23,ALT_45
30123671,1,3,0,1,5,11,2,TX,3,1,63,1,7.768,15,1,1,1,705,HBW,1,1,0,0,0,0,1,1,0,0,1,1,2,0,0,1,0,3,0,0,1,4,0,0,0,0,2,0,1,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,1,0,1,1,1,0.002653831,0.013346044,0.15,1.176091259,301236711,2,2,2
30123701,1,6,0,1,3,6,1,TX,1,1,51,1,10.656,19,1,1,10,634,HBW,1,1,0,0,0,0,1,1,1,0,1,1,2,0,0,1,0,1,1,0,0,3,0,0,0,1,1,1,0,0,0,0,0,2,0,0,1,0,5,0,0,0,0,1,0,0,1,1,1,0.003640604,0.017159199,0.19,1.278753601,301237011,1,1,2
30123735,1,6,0,2,5,11,4,CA,4,1,41,1,15.565,30,1,1,10,654,HBW,1,1,0,0,0,0,1,1,0,1,1,1,3,0,0,0,1,3,0,0,1,4,0,0,0,0,4,0,0,0,1,0,1,4,0,0,0,0,4,0,0,0,1,0,0,0,1,1,1,0.005317913,0.027645377,0.3,1.477121255,301237351,2,3,3
30123811,1,4,0,2,4,9,2,TX,2,1,59,1,11.701,13,1,1,10,700,HBW,1,1,0,0,0,0,1,1,0,0,0,1,3,0,0,0,1,2,0,1,0,4,0,0,0,0,2,0,1,0,0,0,0,3,0,0,0,1,5,0,0,0,0,1,0,0,1,1,1,0.00399766,0.011439466,0.13,1.113943352,301238111,4,3,4
30123811,2,3,0,2,5,9,2,TX,2,1,59,2,8.867,18,1,1,10,732,HBW,1,1,0,0,0,0,1,1,0,0,0,1,3,0,0,0,1,3,0,0,1,4,0,0,0,0,2,0,1,0,0,0,0,3,0,0,0,1,5,0,0,0,0,1,0,0,1,1,0,0.003029338,0.01620591,0.18,1.255272505,301238112,4,2,4
30123819,2,6,0,2,4,7,4,TX,2,1,29,1,11.129,20,1,1,10,740,HBW,1,1,0,0,0,0,1,0,0,0,0,1,3,0,0,0,1,2,0,1,0,3,0,0,0,1,4,0,0,0,1,0,1,3,0,0,0,1,3,0,0,1,0,0,0,0,1,1,1,0.003802219,0.018112488,0.2,1.301029996,301238192,-1,-1,-1
30123883,1,3,1,2,5,5,2,CA,1,2,43,1,19.658,30,1,1,10,630,HBW,2,0,1,0,0,0,1,1,1,0,0,1,3,0,0,0,1,3,0,0,1,2,0,0,1,0,2,0,1,0,0,0,0,2,0,0,1,0,4,0,0,0,1,0,0,0,1,1,1,0.006716411,0.027645377,0.3,1.477121255,301238831,1,4,4
30123890,1,3,0,1,2,5,1,TX,1,1,55,2,21.327,31,1,1,1,709,HBW,1,1,0,0,0,0,1,1,0,0,0,1,2,0,0,1,0,1,1,0,0,2,0,0,1,0,1,1,0,0,0,0,0,2,0,0,1,0,5,0,0,0,0,1,0,0,1,1,0,0.007286675,0.028598665,0.31,1.491361694,301238901,4,1,4
30123923,4,6,0,4,1,6,4,OK,4,1,17,2,9.055,45,1,1,10,800,HBW,1,1,0,0,0,0,1,0,0,0,0,1,4,0,0,0,1,1,1,0,0,3,0,0,0,1,4,0,0,0,1,0,1,4,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0.003093574,0.041944709,0.45,1.653212514,301239234,-1,-1,-1
30123937,2,3,0,2,5,5,2,WA,3,1,68,1,2.201,5,2,1,1,825,HBW,1,1,0,0,0,0,1,1,0,0,0,1,3,0,0,0,1,3,0,0,1,2,0,0,1,0,2,0,1,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,1,0,0,1,1,0.000751697,0.003813155,0.05,0.698970004,301239372,4,1,4
30123967,2,4,0,2,4,11,4,CA,2,1,48,1,2.215,10,1,1,10,850,HBW,1,1,0,0,0,0,1,0,0,0,0,1,3,0,0,0,1,2,0,1,0,4,0,0,0,0,4,0,0,0,1,0,1,3,0,0,0,1,5,0,0,0,0,1,0,0,1,1,1,0.00075648,0.0085796,0.1,1,301239672,-1,-1,-1
30123968,1,3,0,2,4,1,2,TX,2,2,22,2,12.354,34,1,1,10,740,HBW,1,1,0,0,0,0,1,1,1,0,1,1,3,0,0,0,1,2,0,1,0,1,0,1,0,0,2,0,1,0,0,0,0,3,0,0,0,1,2,0,1,0,0,0,0,0,1,1,0,0.004220777,0.031458532,0.34,1.531478917,301239681,3,1,2
30123990,1,5,0,2,4,6,2,TX,3,1,69,2,2.134,15,1,1,10,900,HBW,1,1,0,0,0,0,1,1,1,0,1,1,3,0,0,0,1,2,0,1,0,3,0,0,0,1,2,0,1,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,1,0,1,1,0,0.000728804,0.013346044,0.15,1.176091259,301239901,3,3,2
30123994,2,6,0,2,2,6,2,NC,2,1,68,1,9.914,15,2,1,10,638,HBW,1,1,0,0,0,0,1,0,0,0,0,1,3,0,0,0,1,1,1,0,0,3,0,0,0,1,2,0,1,0,0,0,0,3,0,0,0,1,6,0,0,0,0,0,1,0,0,1,1,0.003387077,0.013346044,0.15,1.176091259,301239942,4,4,4
30123994,2,6,0,2,2,6,2,NC,2,1,68,1,9.914,16,2,1,1,835,HBW,1,1,0,0,0,0,1,0,0,0,0,1,3,0,0,0,1,1,1,0,0,3,0,0,0,1,2,0,1,0,0,0,0,3,0,0,0,1,6,0,0,0,0,0,1,0,0,1,1,0.003387077,0.014299333,0.16,1.204119983,301239942,4,4,4
30124013,1,6,0,2,4,5,2,CA,2,2,27,1,4.299,15,1,1,10,800,HBW,1,1,0,0,0,0,1,1,0,1,1,1,3,0,0,0,1,2,0,1,0,2,0,0,1,0,2,0,1,0,0,0,0,3,0,0,0,1,3,0,0,1,0,0,0,0,1,1,1,0.001468542,0.013346044,0.15,1.176091259,301240131,2,3,3
30124031,1,1,0,2,5,6,2,WI,2,1,73,1,0.211,1,2,2,10,820,HBW,5,0,0,0,0,1,0,1,0,1,1,1,3,0,0,0,1,3,0,0,1,3,0,0,0,1,2,0,1,0,0,0,0,3,0,0,0,1,6,0,0,0,0,0,1,0,0,0,1,7.18E-05,0,0.01,0,301240311,4,1,3
30124082,1,4,0,2,3,5,4,CA,2,1,30,2,7.039,13,1,1,10,640,HBW,1,1,0,0,0,0,1,1,1,0,0,1,3,0,0,0,1,1,1,0,0,2,0,0,1,0,4,0,0,0,1,0,1,3,0,0,0,1,4,0,0,0,1,0,0,0,1,1,0,0.002404746,0.011439466,0.13,1.113943352,301240821,3,1,4
30124086,1,6,0,2,3,7,2,CA,2,2,51,1,9.934,25,1,1,10,800,HBW,1,1,0,0,0,0,1,1,0,0,0,1,3,0,0,0,1,1,1,0,0,3,0,0,0,1,2,0,1,0,0,0,0,3,0,0,0,1,5,0,0,0,0,1,0,0,1,1,1,0.003393911,0.022878932,0.25,1.397940009,301240861,4,2,4
30124087,1,6,0,2,3,7,2,WI,2,1,63,1,7.466,10,1,1,10,705,HBW,1,1,0,0,0,0,1,1,0,1,0,1,3,0,0,0,1,1,1,0,0,3,0,0,0,1,2,0,1,0,0,0,0,3,0,0,0,1,6,0,0,0,0,0,1,0,1,1,1,0.002550644,0.0085796,0.1,1,301240871,2,3,1
30124240,1,11,0,2,3,5,2,WI,2,1,75,2,20.414,60,1,2,10,620,HBW,3,0,0,1,0,0,0,1,1,0,1,1,3,0,0,0,1,1,1,0,0,2,0,0,1,0,2,0,1,0,0,0,0,3,0,0,0,1,7,0,0,0,0,0,0,1,1,0,0,0.006974721,0.056244042,0.6,1.77815125,301242401,1,1,2
30124269,1,3,0,2,4,8,2,ME,3,2,29,1,0.021,5,1,1,10,725,HBW,1,1,0,0,0,0,1,1,1,1,1,1,3,0,0,0,1,2,0,1,0,3,0,0,0,1,2,0,1,0,0,0,0,4,0,0,0,0,3,0,0,1,0,0,0,0,1,1,1,6.83E-06,0.003813155,0.05,0.698970004,301242691,3,1,3
30124269,2,3,0,2,5,8,2,ME,3,2,28,2,2.395,15,1,1,10,730,HBW,1,1,0,0,0,0,1,1,1,1,1,1,3,0,0,0,1,3,0,0,1,3,0,0,0,1,2,0,1,0,0,0,0,4,0,0,0,0,3,0,0,1,0,0,0,0,1,1,0,0.000817983,0.013346044,0.15,1.176091259,301242692,3,1,3
30124300,1,3,1,1,3,5,1,VA,1,1,63,2,2.206,5,1,1,10,720,HBW,2,0,1,0,0,0,1,1,1,0,0,1,2,0,0,1,0,1,1,0,0,2,0,0,1,0,1,1,0,0,0,0,0,2,0,0,1,0,6,0,0,0,0,0,1,0,1,1,0,0.000753405,0.003813155,0.05,0.698970004,301243001,1,4,4
30124310,2,3,1,2,4,10,2,TX,2,1,52,1,11.792,34,1,1,10,730,HBW,2,0,1,0,0,0,1,1,0,0,0,1,3,0,0,0,1,2,0,1,0,4,0,0,0,0,2,0,1,0,0,0,0,3,0,0,0,1,5,0,0,0,0,1,0,0,1,1,1,0.004028753,0.031458532,0.34,1.531478917,301243102,2,3,4
30124311,1,6,0,2,3,5,2,SC,2,1,57,1,14.564,30,1,1,10,720,HBW,1,1,0,0,0,0,1,0,0,0,0,1,3,0,0,0,1,1,1,0,0,2,0,0,1,0,2,0,1,0,0,0,0,3,0,0,0,1,5,0,0,0,0,1,0,0,1,1,1,0.004975891,0.027645377,0.3,1.477121255,301243111,-1,-1,-1
30124354,2,3,0,3,3,3,5,TX,2,2,34,1,86.751,116,1,1,10,800,HBW,1,1,0,0,0,0,1,0,0,0,0,1,4,0,0,0,1,1,1,0,0,1,0,1,0,0,5,0,0,0,0,1,1,3,0,0,0,1,4,0,0,0,1,0,0,0,1,1,1,0.029640771,0.109628217,1.16,2.064457989,301243542,-1,-1,-1
30124362,2,4,0,3,5,6,3,NY,3,1,50,1,14.411,45,1,1,10,600,HBW,1,1,0,0,0,0,1,0,0,0,0,1,4,0,0,0,1,3,0,0,1,3,0,0,0,1,3,0,0,1,0,0,1,4,0,0,0,0,5,0,0,0,0,1,0,0,1,1,1,0.004923614,0.041944709,0.45,1.653212514,301243622,-1,-1,-1
30124440,2,3,0,3,5,8,5,NC,4,1,48,2,3.254,17,1,1,10,750,HBW,1,1,0,0,0,0,1,1,0,0,0,1,4,0,0,0,1,3,0,0,1,3,0,0,0,1,5,0,0,0,0,1,1,4,0,0,0,0,5,0,0,0,0,1,0,0,1,1,0,0.001111486,0.015252622,0.17,1.230448921,301244402,4,1,4
30124577,4,15,0,5,3,9,5,CA,4,1,22,2,42.92,75,1,1,10,630,HBW,3,0,0,1,0,0,0,0,1,0,0,1,4,0,0,0,1,1,1,0,0,4,0,0,0,0,5,0,0,0,0,1,1,4,0,0,0,0,2,0,1,0,0,0,0,0,1,1,0,0.014664579,0.070543375,0.75,1.875061263,301245774,1,4,4
30124577,4,1,0,5,3,9,5,CA,4,1,22,2,0.91,14,1,1,1,746,HBW,5,0,0,0,0,1,0,0,1,0,1,1,4,0,0,0,1,1,1,0,0,4,0,0,0,0,5,0,0,0,0,1,1,4,0,0,0,0,2,0,1,0,0,0,0,0,1,1,0,0.000310587,0.012392755,0.14,1.146128036,301245774,1,4,4
30124577,4,3,0,5,3,9,5,CA,4,1,22,2,2.171,10,1,1,10,820,HBW,1,1,0,0,0,0,1,0,1,0,0,1,4,0,0,0,1,1,1,0,0,4,0,0,0,0,5,0,0,0,0,1,1,4,0,0,0,0,2,0,1,0,0,0,0,0,1,1,0,0.000741446,0.0085796,0.1,1,301245774,1,4,4
30124624,2,6,0,2,4,9,2,WI,3,2,28,2,8.907,12,2,1,10,714,HBW,1,1,0,0,0,0,1,1,0,0,0,1,3,0,0,0,1,2,0,1,0,4,0,0,0,0,2,0,1,0,0,0,0,4,0,0,0,0,3,0,0,1,0,0,0,0,0,1,0,0.003043005,0.010486177,0.12,1.079181246,301246242,4,1,4
30124650,1,3,0,2,3,8,3,CA,3,1,53,1,4.698,15,1,1,10,745,HBW,1,1,0,0,0,0,1,0,1,0,0,1,3,0,0,0,1,1,1,0,0,3,0,0,0,1,3,0,0,1,0,0,1,4,0,0,0,0,5,0,0,0,0,1,0,0,1,1,1,0.001604873,0.013346044,0.15,1.176091259,301246501,3,4,4
30124650,2,3,0,2,3,8,3,CA,3,1,52,2,7.777,20,1,1,10,830,HBW,1,1,0,0,0,0,1,0,0,0,0,1,3,0,0,0,1,1,1,0,0,3,0,0,0,1,3,0,0,1,0,0,1,4,0,0,0,0,5,0,0,0,0,1,0,0,1,1,0,0.002656906,0.018112488,0.2,1.301029996,301246502,-1,-1,-1
30124656,1,3,0,3,5,11,3,WI,4,1,50,1,4.315,15,1,1,10,630,HBW,1,1,0,0,0,0,1,0,0,0,0,1,4,0,0,0,1,3,0,0,1,4,0,0,0,0,3,0,0,1,0,0,1,4,0,0,0,0,5,0,0,0,0,1,0,0,1,1,1,0.001474009,0.013346044,0.15,1.176091259,301246561,2,4,4
30124689,1,1,0,1,3,6,1,PA,1,1,66,1,0.266,5,1,2,10,710,HBW,5,0,0,0,0,1,0,1,1,0,1,1,2,0,0,1,0,1,1,0,0,3,0,0,0,1,1,1,0,0,0,0,0,2,0,0,1,0,6,0,0,0,0,0,1,0,1,0,1,9.05E-05,0.003813155,0.05,0.698970004,301246891,1,1,2
30124689,1,1,0,1,3,6,1,PA,1,1,66,1,0.266,5,1,2,1,855,HBW,5,0,0,0,0,1,0,1,1,0,1,1,2,0,0,1,0,1,1,0,0,3,0,0,0,1,1,1,0,0,0,0,0,2,0,0,1,0,6,0,0,0,0,0,1,0,1,0,1,9.05E-05,0.003813155,0.05,0.698970004,301246891,1,1,2
30124710,1,3,0,2,3,8,2,NY,2,1,47,2,5.236,15,2,1,10,700,HBW,1,1,0,0,0,0,1,1,0,0,0,1,3,0,0,0,1,1,1,0,0,3,0,0,0,1,2,0,1,0,0,0,0,3,0,0,0,1,5,0,0,0,0,1,0,0,0,1,0,0.001788697,0.013346044,0.15,1.176091259,301247101,4,1,4
30124710,2,6,0,2,3,8,2,NY,2,1,48,1,4.162,20,2,1,10,730,HBW,1,1,0,0,0,0,1,1,0,0,0,1,3,0,0,0,1,1,1,0,0,3,0,0,0,1,2,0,1,0,0,0,0,3,0,0,0,1,5,0,0,0,0,1,0,0,0,1,1,0.001421732,0.018112488,0.2,1.301029996,301247102,4,1,4
30124778,2,3,0,2,2,7,2,CA,6,1,24,1,4.723,10,1,1,10,750,HBW,1,1,0,0,0,0,1,1,0,0,0,1,3,0,0,0,1,1,1,0,0,3,0,0,0,1,2,0,1,0,0,0,0,4,0,0,0,0,2,0,1,0,0,0,0,0,1,1,1,0.001613415,0.0085796,0.1,1,301247782,4,1,4
30124799,2,3,0,2,4,9,2,TX,2,1,54,2,3.007,10,1,1,10,720,HBW,1,1,0,0,0,0,1,1,0,0,0,1,3,0,0,0,1,2,0,1,0,4,0,0,0,0,2,0,1,0,0,0,0,3,0,0,0,1,5,0,0,0,0,1,0,0,1,1,0,0.001027091,0.0085796,0.1,1,301247992,4,3,4
30124827,2,3,0,2,5,10,2,TX,2,1,76,2,13.941,50,1,1,10,857,HBW,1,1,0,0,0,0,1,0,0,0,0,1,3,0,0,0,1,3,0,0,1,4,0,0,0,0,2,0,1,0,0,0,0,3,0,0,0,1,7,0,0,0,0,0,0,1,1,1,0,0.004763024,0.046711153,0.5,1.698970004,301248272,4,4,4
30124828,2,3,0,2,2,6,3,TX,2,2,27,2,9.976,15,2,1,10,600,HBW,1,1,0,0,0,0,1,1,0,0,0,1,3,0,0,0,1,1,1,0,0,3,0,0,0,1,3,0,0,1,0,0,1,3,0,0,0,1,3,0,0,1,0,0,0,0,0,1,0,0.003408262,0.013346044,0.15,1.176091259,301248282,4,1,4
30124843,3,3,0,3,3,11,3,VA,4,1,20,1,17.174,23,1,1,10,830,HBW,1,1,0,0,0,0,1,1,0,1,1,1,4,0,0,0,1,1,1,0,0,4,0,0,0,0,3,0,0,1,0,0,1,4,0,0,0,0,2,0,1,0,0,0,0,0,1,1,1,0.005867677,0.020972355,0.23,1.361727836,301248433,2,1,3
30124891,1,3,0,2,2,3,2,IN,4,1,48,2,12.292,30,1,1,10,600,HBW,1,1,0,0,0,0,1,1,0,0,0,1,3,0,0,0,1,1,1,0,0,1,0,1,0,0,2,0,1,0,0,0,0,4,0,0,0,0,5,0,0,0,0,1,0,0,1,1,0,0.004199593,0.027645377,0.3,1.477121255,301248911,4,1,4
30124940,2,4,0,2,5,11,3,TX,2,1,54,1,9.081,20,1,1,10,630,HBW,1,1,0,0,0,0,1,0,0,0,0,1,3,0,0,0,1,3,0,0,1,4,0,0,0,0,3,0,0,1,0,0,1,3,0,0,0,1,5,0,0,0,0,1,0,0,1,1,1,0.003102458,0.018112488,0.2,1.301029996,301249402,-1,-1,-1
30124972,1,3,0,2,5,7,3,TX,2,1,31,1,13.848,21,1,1,10,630,HBW,1,1,0,0,0,0,1,1,0,0,0,1,3,0,0,0,1,3,0,0,1,3,0,0,0,1,3,0,0,1,0,0,1,3,0,0,0,1,4,0,0,0,1,0,0,0,1,1,1,0.004731248,0.019065777,0.21,1.322219295,301249721,2,3,4
30124979,1,3,0,1,2,8,1,CA,1,1,51,2,1.158,10,1,1,10,650,HBW,1,1,0,0,0,0,1,1,0,1,1,1,2,0,0,1,0,1,1,0,0,3,0,0,0,1,1,1,0,0,0,0,0,2,0,0,1,0,5,0,0,0,0,1,0,0,1,1,0,0.000395324,0.0085796,0.1,1,301249791,4,3,3
30124999,2,3,0,2,3,7,2,WI,3,1,39,1,6.799,25,1,1,10,629,HBW,1,1,0,0,0,0,1,0,0,0,0,1,3,0,0,0,1,1,1,0,0,3,0,0,0,1,2,0,1,0,0,0,0,4,0,0,0,0,4,0,0,0,1,0,0,0,1,1,1,0.002322743,0.022878932,0.25,1.397940009,301249992,4,4,4
30125090,1,6,0,2,3,7,5,MD,2,1,31,1,2.418,60,1,1,10,630,HBW,1,1,0,0,0,0,1,0,1,0,0,1,3,0,0,0,1,1,1,0,0,3,0,0,0,1,5,0,0,0,0,1,1,3,0,0,0,1,4,0,0,0,1,0,0,0,1,1,1,0.000825841,0.056244042,0.6,1.77815125,301250901,1,4,4
30125154,1,3,0,2,3,7,2,CA,3,1,28,2,18.349,30,1,1,10,800,HBW,1,1,0,0,0,0,1,1,1,1,0,1,3,0,0,0,1,1,1,0,0,3,0,0,0,1,2,0,1,0,0,0,0,4,0,0,0,0,3,0,0,1,0,0,0,0,1,1,0,0.006269151,0.027645377,0.3,1.477121255,301251541,1,1,1
30125178,1,3,0,2,3,6,2,PA,4,1,61,2,1.268,12,1,1,10,609,HBW,1,1,0,0,0,0,1,1,0,0,0,1,3,0,0,0,1,1,1,0,0,3,0,0,0,1,2,0,1,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,1,0,1,1,0,0.000432909,0.010486177,0.12,1.079181246,301251781,2,1,4
30125214,1,3,0,2,3,7,3,FL,2,1,54,1,21.287,30,1,1,10,600,HBW,1,1,0,0,0,0,1,0,0,0,0,1,3,0,0,0,1,1,1,0,0,3,0,0,0,1,3,0,0,1,0,0,1,3,0,0,0,1,5,0,0,0,0,1,0,0,1,1,1,0.007273008,0.027645377,0.3,1.477121255,301252141,-1,-1,-1
30125219,1,3,0,4,2,6,5,CA,3,1,43,2,6.438,10,1,1,10,850,HBW,1,1,0,0,0,0,1,1,0,0,0,1,4,0,0,0,1,1,1,0,0,3,0,0,0,1,5,0,0,0,0,1,1,4,0,0,0,0,4,0,0,0,1,0,0,0,1,1,0,0.002199396,0.0085796,0.1,1,301252191,4,1,4
30125219,2,3,1,4,3,6,5,CA,3,1,45,1,3.255,10,1,1,10,800,HBW,2,0,1,0,0,0,1,1,0,0,0,1,4,0,0,0,1,1,1,0,0,3,0,0,0,1,5,0,0,0,0,1,1,4,0,0,0,0,5,0,0,0,0,1,0,0,1,1,1,0.001111828,0.0085796,0.1,1,301252192,4,1,4
30125291,1,4,2,2,4,4,3,GA,2,1,34,2,7.144,20,2,1,10,640,HBW,2,0,1,0,0,0,1,1,0,0,0,1,3,0,0,0,1,2,0,1,0,2,0,0,1,0,3,0,0,1,0,0,1,3,0,0,0,1,4,0,0,0,1,0,0,0,0,1,0,0.002440623,0.018112488,0.2,1.301029996,301252911,4,4,4
30125297,1,4,1,2,5,11,2,CA,2,1,61,1,24.535,85,1,1,10,715,HBW,2,0,1,0,0,0,1,1,0,1,1,1,3,0,0,0,1,3,0,0,1,4,0,0,0,0,2,0,1,0,0,0,0,3,0,0,0,1,6,0,0,0,0,0,1,0,1,1,1,0.008382786,0.080076263,0.85,1.929418926,301252971,4,1,3
30125305,1,3,0,2,5,9,3,TX,2,1,54,2,36.691,40,2,1,10,620,HBW,1,1,0,0,0,0,1,1,0,0,0,1,3,0,0,0,1,3,0,0,1,4,0,0,0,0,3,0,0,1,0,0,1,3,0,0,0,1,5,0,0,0,0,1,0,0,0,1,0,0.012536252,0.037178265,0.4,1.602059991,301253051,4,3,4
30125340,1,6,0,2,3,9,2,TX,2,2,51,2,17.38,20,2,1,10,740,HBW,1,1,0,0,0,0,1,0,0,0,0,1,3,0,0,0,1,1,1,0,0,4,0,0,0,0,2,0,1,0,0,0,0,3,0,0,0,1,5,0,0,0,0,1,0,0,0,1,0,0.005938063,0.018112488,0.2,1.301029996,301253401,4,4,4
30125372,1,3,0,1,2,6,1,GA,1,1,57,2,11.744,14,2,1,10,812,HBW,1,1,0,0,0,0,1,1,0,1,1,1,2,0,0,1,0,1,1,0,0,3,0,0,0,1,1,1,0,0,0,0,0,2,0,0,1,0,5,0,0,0,0,1,0,0,0,1,0,0.004012352,0.012392755,0.14,1.146128036,301253721,4,3,3
30125389,1,4,0,2,5,8,4,NC,2,1,38,1,16.259,30,1,1,10,800,HBW,1,1,0,0,0,0,1,0,0,0,0,1,3,0,0,0,1,3,0,0,1,3,0,0,0,1,4,0,0,0,1,0,1,3,0,0,0,1,4,0,0,0,1,0,0,0,1,1,1,0.005555039,0.027645377,0.3,1.477121255,301253891,4,4,4
30125398,3,4,0,3,4,9,3,IL,3,1,25,2,11.21,20,1,1,10,705,HBW,1,1,0,0,0,0,1,1,0,0,1,1,4,0,0,0,1,2,0,1,0,4,0,0,0,0,3,0,0,1,0,0,1,4,0,0,0,0,3,0,0,1,0,0,0,0,1,1,0,0.003829895,0.018112488,0.2,1.301029996,301253983,4,1,2
30125413,1,4,0,1,3,11,1,GA,4,1,66,1,8.078,15,1,1,10,800,HBW,1,1,0,0,0,0,1,1,0,0,0,1,2,0,0,1,0,1,1,0,0,4,0,0,0,0,1,1,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,1,0,1,1,1,0.002759752,0.013346044,0.15,1.176091259,301254131,4,1,4
30125462,2,3,0,2,3,8,3,TX,2,1,46,1,20.714,56,1,1,10,815,HBW,1,1,0,0,0,0,1,0,0,0,0,1,3,0,0,0,1,1,1,0,0,3,0,0,0,1,3,0,0,1,0,0,1,3,0,0,0,1,5,0,0,0,0,1,0,0,1,1,1,0.007077225,0.052430887,0.56,1.748188027,301254622,-1,-1,-1
30125489,1,13,0,2,4,11,4,CA,2,1,45,1,20.484,64,1,1,10,826,HBW,3,0,0,1,0,0,0,1,1,0,0,1,3,0,0,0,1,2,0,1,0,4,0,0,0,0,4,0,0,0,1,0,1,3,0,0,0,1,5,0,0,0,0,1,0,0,1,1,1,0.006998639,0.060057197,0.64,1.806179974,301254891,4,3,4
30125498,2,6,0,2,4,6,5,NY,3,2,36,1,0.232,1,2,1,10,626,HBW,1,1,0,0,0,0,1,1,0,0,0,1,3,0,0,0,1,2,0,1,0,3,0,0,0,1,5,0,0,0,0,1,1,4,0,0,0,0,4,0,0,0,1,0,0,0,0,1,1,7.89E-05,0,0.01,0,301254982,4,1,4
30125569,1,5,2,2,3,7,4,GA,2,2,24,2,38.276,100,1,1,10,620,HBW,2,0,1,0,0,0,1,1,0,0,0,1,3,0,0,0,1,1,1,0,0,3,0,0,0,1,4,0,0,0,1,0,1,3,0,0,0,1,2,0,1,0,0,0,0,0,1,1,0,0.013077816,0.094375596,1,2,301255691,4,3,4
30125569,2,4,0,2,3,7,4,GA,2,2,28,1,8.808,20,1,1,10,630,HBW,1,1,0,0,0,0,1,0,0,0,0,1,3,0,0,0,1,1,1,0,0,3,0,0,0,1,4,0,0,0,1,0,1,3,0,0,0,1,3,0,0,1,0,0,0,0,1,1,1,0.003009179,0.018112488,0.2,1.301029996,301255692,4,4,4
30125585,1,4,0,2,2,7,2,TX,2,1,56,2,10.239,25,2,1,10,720,HBW,1,1,0,0,0,0,1,1,0,0,0,1,3,0,0,0,1,1,1,0,0,3,0,0,0,1,2,0,1,0,0,0,0,3,0,0,0,1,5,0,0,0,0,1,0,0,0,1,0,0.003498123,0.022878932,0.25,1.397940009,301255851,4,1,4
30125585,2,6,0,2,2,7,2,TX,2,1,56,1,9.377,20,2,1,10,630,HBW,1,1,0,0,0,0,1,1,0,0,0,1,3,0,0,0,1,1,1,0,0,3,0,0,0,1,2,0,1,0,0,0,0,3,0,0,0,1,5,0,0,0,0,1,0,0,0,1,1,0.003203595,0.018112488,0.2,1.301029996,301255852,4,1,4
30125591,1,6,0,2,4,7,2,TX,3,1,46,2,11.84,16,2,1,10,726,HBW,1,1,0,0,0,0,1,1,0,0,0,1,3,0,0,0,1,2,0,1,0,3,0,0,0,1,2,0,1,0,0,0,0,4,0,0,0,0,5,0,0,0,0,1,0,0,0,1,0,0.004045154,0.014299333,0.16,1.204119983,301255911,4,3,4
30125591,2,6,0,2,2,7,2,TX,3,1,53,1,22.215,25,2,1,10,655,HBW,1,1,0,0,0,0,1,1,0,0,0,1,3,0,0,0,1,1,1,0,0,3,0,0,0,1,2,0,1,0,0,0,0,4,0,0,0,0,5,0,0,0,0,1,0,0,0,1,1,0.007590087,0.022878932,0.25,1.397940009,301255912,4,3,4
30125687,3,3,0,3,2,3,6,GA,2,1,31,2,30.386,62,1,1,10,610,HBW,1,1,0,0,0,0,1,0,0,0,0,1,4,0,0,0,1,1,1,0,0,1,0,1,0,0,5,0,0,0,0,1,1,3,0,0,0,1,4,0,0,0,1,0,0,0,1,1,0,0.010381958,0.05815062,0.62,1.792391689,301256873,-1,-1,-1
30125764,1,4,0,1,4,5,1,ND,1,2,24,2,1.166,10,1,1,10,715,HBW,1,1,0,0,0,0,1,1,1,1,1,1,2,0,0,1,0,2,0,1,0,2,0,0,1,0,1,1,0,0,0,0,0,2,0,0,1,0,2,0,1,0,0,0,0,0,1,1,0,0.000398058,0.0085796,0.1,1,301257641,3,1,3
30125797,1,3,1,1,3,4,1,CA,1,2,65,2,19.69,45,1,1,10,830,HBW,2,0,1,0,0,0,1,1,1,0,0,1,2,0,0,1,0,1,1,0,0,2,0,0,1,0,1,1,0,0,0,0,0,2,0,0,1,0,6,0,0,0,0,0,1,0,1,1,0,0.006727345,0.041944709,0.45,1.653212514,301257971,1,1,4
