HOUSEID,PERSONID,TRPTRANS,TRPACCMP,DRVRCNT,EDUC,HHFAMINC,HHSIZE,HHSTATE,HHVEHCNT,HOMEOWN,R_AGE_IMP,R_SEX_IMP,TRPMILES,TRVLCMIN,URBRUR,WORKER,WHYTRP1S,STRTTIME,TRIPPURP,choice,DA,SR,Transit,Bicycle,Walk,av_DA,av_SR,av_Transit,av_Bicycle,av_Walk,constant,DRVRCNT_imp,DRVRCNT_zero,DRVRCNT_one,DRVRCNT_two,DRVRCNT_3GE,education,less_Bachelor,Bachelor,Graduate,hhincome,hhincome_1,hhincome_2,hhincome_3,hhincome_4,hhsize,hhsize_1,hhsize_2,hhsize_3,hhsize_4,hhsize_5,hhsize3GE,HHVEHCNT_imp,veh_zero,veh_one,veh_two,veh_3GE,AGE,age_LE18,age18_24,age25_29,age30_44,age45_59,age60_74,age_75GE,Urban_Rural,Employ_status,Gender,Norm_tripmile,Norm_triptime,triptime_scaled,triptime_log,IndivID,ALT_16,ALT_23,ALT_45
30442527,1,3,0,3,4,5,4,FL,3,1,62,1,3.553,10,1,1,10,810,HBW,1,1,0,0,0,0,1,0,1,0,0,1,4,0,0,0,1,2,0,1,0,2,0,0,1,0,4,0,0,0,1,0,1,4,0,0,0,0,6,0,0,0,0,0,1,0,1,1,1,0.001213649,0.0085796,0.1,1,304425271,1,4,4
30442547,1,4,0,1,3,9,1,CA,3,2,34,2,6.477,14,1,1,10,857,HBW,1,1,0,0,0,0,1,0,0,0,0,1,2,0,0,1,0,1,1,0,0,4,0,0,0,0,1,1,0,0,0,0,0,4,0,0,0,0,4,0,0,0,1,0,0,0,1,1,0,0.002212722,0.012392755,0.14,1.146128036,304425471,4,4,4
30442622,2,3,0,2,5,5,2,NC,3,2,25,1,4.081,10,1,1,10,900,HBW,1,1,0,0,0,0,1,1,0,0,0,1,3,0,0,0,1,3,0,0,1,2,0,0,1,0,2,0,1,0,0,0,0,4,0,0,0,0,3,0,0,1,0,0,0,0,1,1,1,0.001394056,0.0085796,0.1,1,304426222,4,1,4
30442765,2,6,0,2,2,5,2,TX,3,1,48,1,24.791,30,1,1,10,600,HBW,1,1,0,0,0,0,1,0,0,0,0,1,3,0,0,0,1,1,1,0,0,2,0,0,1,0,2,0,1,0,0,0,0,4,0,0,0,0,5,0,0,0,0,1,0,0,1,1,1,0.008470256,0.027645377,0.3,1.477121255,304427652,-9,-9,-9
30442771,2,3,0,2,3,6,2,IA,2,2,35,1,3.206,17,1,1,10,745,HBW,1,1,0,0,0,0,1,1,0,0,0,1,3,0,0,0,1,1,1,0,0,3,0,0,0,1,2,0,1,0,0,0,0,3,0,0,0,1,4,0,0,0,1,0,0,0,1,1,1,0.001095086,0.015252622,0.17,1.230448921,304427712,4,1,4
30442776,1,3,0,2,3,4,3,TX,2,1,29,1,6.363,25,1,1,10,600,HBW,1,1,0,0,0,0,1,0,0,0,1,1,3,0,0,0,1,1,1,0,0,2,0,0,1,0,3,0,0,1,0,0,1,3,0,0,0,1,3,0,0,1,0,0,0,0,1,1,1,0.00217377,0.022878932,0.25,1.397940009,304427761,4,4,2
30442818,1,3,0,2,3,5,2,TX,2,2,24,2,1.052,4,1,1,10,725,HBW,1,1,0,0,0,0,1,1,1,1,1,1,3,0,0,0,1,1,1,0,0,2,0,0,1,0,2,0,1,0,0,0,0,3,0,0,0,1,2,0,1,0,0,0,0,0,1,1,0,0.000359106,0.002859867,0.04,0.602059991,304428181,3,3,3
30442818,2,3,0,2,4,5,2,TX,2,2,28,1,11.599,30,1,1,10,600,HBW,1,1,0,0,0,0,1,1,1,1,1,1,3,0,0,0,1,2,0,1,0,2,0,0,1,0,2,0,1,0,0,0,0,3,0,0,0,1,3,0,0,1,0,0,0,0,1,1,1,0.003962809,0.027645377,0.3,1.477121255,304428182,3,3,3
30442860,2,2,0,1,2,3,2,WI,1,1,33,1,0.29,10,1,1,10,720,HBW,4,0,0,0,1,0,0,0,0,1,0,1,2,0,0,1,0,1,1,0,0,1,0,1,0,0,2,0,1,0,0,0,0,2,0,0,1,0,4,0,0,0,1,0,0,0,1,1,1,9.87E-05,0.0085796,0.1,1,304428602,-1,-1,-1
30442861,2,6,0,3,2,11,4,NC,3,1,50,1,27.158,30,2,1,10,900,HBW,1,1,0,0,0,0,1,0,0,0,0,1,4,0,0,0,1,1,1,0,0,4,0,0,0,0,4,0,0,0,1,0,1,4,0,0,0,0,5,0,0,0,0,1,0,0,0,1,1,0.009279013,0.027645377,0.3,1.477121255,304428612,-1,-1,-1
30442871,2,3,0,4,3,9,6,TX,4,1,22,2,2.843,15,2,1,10,845,HBW,1,1,0,0,0,0,1,0,0,0,0,1,4,0,0,0,1,1,1,0,0,4,0,0,0,0,5,0,0,0,0,1,1,4,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0.000971056,0.013346044,0.15,1.176091259,304428712,-9,-9,-9
30442884,2,4,0,2,4,11,2,TX,2,2,72,1,1.702,10,1,1,10,815,HBW,1,1,0,0,0,0,1,1,1,0,1,1,3,0,0,0,1,2,0,1,0,4,0,0,0,0,2,0,1,0,0,0,0,3,0,0,0,1,6,0,0,0,0,0,1,0,1,1,1,0.000581198,0.0085796,0.1,1,304428842,3,3,2
30442897,1,4,0,2,4,10,3,WI,3,1,35,1,108.255,120,1,1,10,800,HBW,1,1,0,0,0,0,1,1,1,1,1,1,3,0,0,0,1,2,0,1,0,4,0,0,0,0,3,0,0,1,0,0,1,4,0,0,0,0,4,0,0,0,1,0,0,0,1,1,1,0.036988265,0.113441373,1.2,2.079181246,304428971,3,3,3
30442938,1,6,0,2,4,7,2,WI,3,1,64,2,11.616,17,1,1,10,653,HBW,1,1,0,0,0,0,1,1,0,0,1,1,3,0,0,0,1,2,0,1,0,3,0,0,0,1,2,0,1,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,1,0,1,1,0,0.003968617,0.015252622,0.17,1.230448921,304429381,4,1,2
30442955,2,3,0,2,5,9,5,AZ,2,1,37,2,4.688,15,1,1,10,645,HBW,1,1,0,0,0,0,1,1,1,0,1,1,3,0,0,0,1,3,0,0,1,4,0,0,0,0,5,0,0,0,0,1,1,3,0,0,0,1,4,0,0,0,1,0,0,0,1,1,0,0.001601456,0.013346044,0.15,1.176091259,304429552,1,3,2
30442971,1,1,0,1,4,6,1,WI,1,2,25,2,0.395,15,1,1,10,745,HBW,5,0,0,0,0,1,0,1,1,0,1,1,2,0,0,1,0,2,0,1,0,3,0,0,0,1,1,1,0,0,0,0,0,2,0,0,1,0,3,0,0,1,0,0,0,0,1,1,0,0.000134622,0.013346044,0.15,1.176091259,304429711,3,3,2
30443007,1,4,0,1,4,3,1,NC,1,2,37,2,5.823,10,2,1,10,620,HBW,1,1,0,0,0,0,1,1,0,1,0,1,2,0,0,1,0,2,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,2,0,0,1,0,4,0,0,0,1,0,0,0,0,1,0,0.001989263,0.0085796,0.1,1,304430071,4,1,1
30443056,1,3,0,2,5,11,2,TX,2,1,43,2,38.832,90,1,1,10,630,HBW,1,1,0,0,0,0,1,0,0,0,0,1,3,0,0,0,1,3,0,0,1,4,0,0,0,0,2,0,1,0,0,0,0,3,0,0,0,1,4,0,0,0,1,0,0,0,1,1,0,0.01326779,0.084842707,0.9,1.954242509,304430561,4,4,4
30443056,2,15,0,2,5,11,2,TX,2,1,49,1,25.003,72,1,1,10,803,HBW,3,0,0,1,0,0,0,0,1,0,0,1,3,0,0,0,1,3,0,0,1,4,0,0,0,0,2,0,1,0,0,0,0,3,0,0,0,1,5,0,0,0,0,1,0,0,1,1,1,0.008542692,0.067683508,0.72,1.857332496,304430562,1,4,4
30443100,2,4,0,3,2,7,3,TX,4,1,57,2,2.931,13,1,1,10,630,HBW,1,1,0,0,0,0,1,1,1,0,1,1,4,0,0,0,1,1,1,0,0,3,0,0,0,1,3,0,0,1,0,0,1,4,0,0,0,0,5,0,0,0,0,1,0,0,1,1,0,0.001001123,0.011439466,0.13,1.113943352,304431002,3,3,2
30443130,1,4,0,1,5,6,1,SC,2,1,59,1,20.583,35,1,1,10,815,HBW,1,1,0,0,0,0,1,1,1,1,1,1,2,0,0,1,0,3,0,0,1,3,0,0,0,1,1,1,0,0,0,0,0,3,0,0,0,1,5,0,0,0,0,1,0,0,1,1,1,0.007032465,0.032411821,0.35,1.544068044,304431301,3,3,3
30443159,1,3,0,2,5,7,3,FL,3,1,49,2,5.005,17,1,1,10,814,HBW,1,1,0,0,0,0,1,0,1,0,0,1,3,0,0,0,1,3,0,0,1,3,0,0,0,1,3,0,0,1,0,0,1,4,0,0,0,0,5,0,0,0,0,1,0,0,1,1,0,0.001709769,0.015252622,0.17,1.230448921,304431591,1,4,4
30443178,1,3,0,2,3,2,2,CA,3,2,53,2,3.597,13,1,1,10,742,HBW,1,1,0,0,0,0,1,1,1,0,0,1,3,0,0,0,1,1,1,0,0,1,0,1,0,0,2,0,1,0,0,0,0,4,0,0,0,0,5,0,0,0,0,1,0,0,1,1,0,0.001228683,0.011439466,0.13,1.113943352,304431781,1,1,4
30443185,2,4,0,2,4,11,4,GA,2,1,49,1,11.72,55,1,1,10,805,HBW,1,1,0,0,0,0,1,1,1,1,1,1,3,0,0,0,1,2,0,1,0,4,0,0,0,0,4,0,0,0,1,0,1,3,0,0,0,1,5,0,0,0,0,1,0,0,1,1,1,0.004004152,0.051477598,0.55,1.740362689,304431852,3,1,3
30443187,1,3,0,2,4,7,2,NY,2,1,63,2,10.36,15,2,1,10,725,HBW,1,1,0,0,0,0,1,1,0,0,0,1,3,0,0,0,1,2,0,1,0,3,0,0,0,1,2,0,1,0,0,0,0,3,0,0,0,1,6,0,0,0,0,0,1,0,0,1,0,0.003539467,0.013346044,0.15,1.176091259,304431871,4,2,4
30443217,1,6,0,2,5,9,3,NC,2,1,36,1,6.733,16,1,1,10,652,HBW,1,1,0,0,0,0,1,1,0,0,0,1,3,0,0,0,1,3,0,0,1,4,0,0,0,0,3,0,0,1,0,0,1,3,0,0,0,1,4,0,0,0,1,0,0,0,1,1,1,0.002300192,0.014299333,0.16,1.204119983,304432171,4,3,4
30443222,1,6,0,4,2,5,4,TX,7,1,56,1,17.773,25,2,1,10,635,HBW,1,1,0,0,0,0,1,1,0,0,0,1,4,0,0,0,1,1,1,0,0,2,0,0,1,0,4,0,0,0,1,0,1,4,0,0,0,0,5,0,0,0,0,1,0,0,0,1,1,0.006072343,0.022878932,0.25,1.397940009,304432221,4,2,4
30443222,3,6,0,4,3,5,4,TX,7,1,24,1,1.095,15,2,1,10,635,HBW,1,1,0,0,0,0,1,0,0,0,0,1,4,0,0,0,1,1,1,0,0,2,0,0,1,0,4,0,0,0,1,0,1,4,0,0,0,0,2,0,1,0,0,0,0,0,0,1,1,0.000373798,0.013346044,0.15,1.176091259,304432223,4,4,4
30443222,4,3,0,4,2,5,4,TX,7,1,18,1,21.654,40,2,1,10,730,HBW,1,1,0,0,0,0,1,1,0,0,1,1,4,0,0,0,1,1,1,0,0,2,0,0,1,0,4,0,0,0,1,0,1,4,0,0,0,0,2,0,1,0,0,0,0,0,0,1,1,0.007398405,0.037178265,0.4,1.602059991,304432224,4,1,2
30443232,1,6,0,2,3,5,2,WI,3,1,71,1,7.231,20,2,1,10,730,HBW,1,1,0,0,0,0,1,0,0,0,0,1,3,0,0,0,1,1,1,0,0,2,0,0,1,0,2,0,1,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,1,0,0,1,1,0.002470349,0.018112488,0.2,1.301029996,304432321,2,4,4
30443263,1,4,1,1,5,4,1,SC,1,2,28,2,9.13,20,1,1,10,730,HBW,2,0,1,0,0,0,1,1,1,0,0,1,2,0,0,1,0,3,0,0,1,2,0,0,1,0,1,1,0,0,0,0,0,2,0,0,1,0,3,0,0,1,0,0,0,0,1,1,0,0.0031192,0.018112488,0.2,1.301029996,304432631,1,1,4
30443295,1,3,0,2,3,2,2,NC,2,2,56,2,0.721,3,1,1,10,600,HBW,1,1,0,0,0,0,1,0,0,0,0,1,3,0,0,0,1,1,1,0,0,1,0,1,0,0,2,0,1,0,0,0,0,3,0,0,0,1,5,0,0,0,0,1,0,0,1,1,0,0.00024601,0.001906578,0.03,0.477121255,304432951,4,4,4
30443322,1,1,0,2,5,11,2,NY,4,1,71,1,1.881,50,1,1,10,900,HBW,5,0,0,0,0,1,0,0,1,0,1,1,3,0,0,0,1,3,0,0,1,4,0,0,0,0,2,0,1,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,1,0,1,1,1,0.000642359,0.046711153,0.5,1.698970004,304433221,3,4,2
30443338,2,4,1,2,5,7,2,NC,1,2,35,1,1.247,7,1,1,10,735,HBW,2,0,1,0,0,0,1,1,1,1,1,1,3,0,0,0,1,3,0,0,1,3,0,0,0,1,2,0,1,0,0,0,0,2,0,0,1,0,4,0,0,0,1,0,0,0,1,1,1,0.000425734,0.005719733,0.07,0.84509804,304433382,3,3,3
30443382,2,3,0,3,4,11,4,CA,5,1,50,1,17.501,30,1,1,10,730,HBW,1,1,0,0,0,0,1,1,1,0,0,1,4,0,0,0,1,2,0,1,0,4,0,0,0,0,4,0,0,0,1,0,1,4,0,0,0,0,5,0,0,0,0,1,0,0,1,1,1,0.005979406,0.027645377,0.3,1.477121255,304433822,3,2,4
30443406,3,4,0,2,4,7,3,NY,3,1,45,2,4.522,7,1,1,10,638,HBW,1,1,0,0,0,0,1,0,0,0,0,1,3,0,0,0,1,2,0,1,0,3,0,0,0,1,3,0,0,1,0,0,1,4,0,0,0,0,5,0,0,0,0,1,0,0,1,1,0,0.001544737,0.005719733,0.07,0.84509804,304434063,-1,-1,-1
30443423,1,3,1,2,4,10,2,IL,1,1,31,2,30.254,45,1,1,10,700,HBW,2,0,1,0,0,0,1,1,1,0,0,1,3,0,0,0,1,2,0,1,0,4,0,0,0,0,2,0,1,0,0,0,0,2,0,0,1,0,4,0,0,0,1,0,0,0,1,1,0,0.010336856,0.041944709,0.45,1.653212514,304434231,3,4,4
30443423,2,3,1,2,4,10,2,IL,1,1,27,1,30.253,45,1,1,10,700,HBW,2,0,1,0,0,0,1,1,0,0,0,1,3,0,0,0,1,2,0,1,0,4,0,0,0,0,2,0,1,0,0,0,0,2,0,0,1,0,3,0,0,1,0,0,0,0,1,1,1,0.010336514,0.041944709,0.45,1.653212514,304434232,-1,-1,-1
30443449,2,4,0,2,2,6,2,WI,2,1,67,2,1.978,5,1,1,10,645,HBW,1,1,0,0,0,0,1,0,0,0,0,1,3,0,0,0,1,1,1,0,0,3,0,0,0,1,2,0,1,0,0,0,0,3,0,0,0,1,6,0,0,0,0,0,1,0,1,1,0,0.000675502,0.003813155,0.05,0.698970004,304434492,-1,-1,-1
30443469,1,6,0,2,5,7,2,WI,3,1,35,1,22.894,45,1,1,10,700,HBW,1,1,0,0,0,0,1,1,1,1,1,1,3,0,0,0,1,3,0,0,1,3,0,0,0,1,2,0,1,0,0,0,0,4,0,0,0,0,4,0,0,0,1,0,0,0,1,1,1,0.007822088,0.041944709,0.45,1.653212514,304434691,3,3,3
30443469,2,3,0,2,5,7,2,WI,3,1,31,2,8.91,20,1,1,10,715,HBW,1,1,0,0,0,0,1,0,0,0,0,1,3,0,0,0,1,3,0,0,1,3,0,0,0,1,2,0,1,0,0,0,0,4,0,0,0,0,4,0,0,0,1,0,0,0,1,1,0,0.00304403,0.018112488,0.2,1.301029996,304434692,-1,-1,-1
30443540,1,4,1,1,3,3,1,TX,1,1,54,1,4.87,15,1,1,10,730,HBW,2,0,1,0,0,0,1,1,0,0,0,1,2,0,0,1,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,2,0,0,1,0,5,0,0,0,0,1,0,0,1,1,1,0.001663642,0.013346044,0.15,1.176091259,304435401,4,4,4
30443581,1,3,0,1,5,10,1,TX,2,1,38,1,8.854,26,1,1,10,735,HBW,1,1,0,0,0,0,1,1,0,1,0,1,2,0,0,1,0,3,0,0,1,4,0,0,0,0,1,1,0,0,0,0,0,3,0,0,0,1,4,0,0,0,1,0,0,0,1,1,1,0.003024896,0.023832221,0.26,1.414973348,304435811,2,3,1
30443691,1,5,1,2,4,8,2,TX,2,1,45,1,35.547,47,1,1,10,745,HBW,2,0,1,0,0,0,1,1,0,0,0,1,3,0,0,0,1,2,0,1,0,3,0,0,0,1,2,0,1,0,0,0,0,3,0,0,0,1,5,0,0,0,0,1,0,0,1,1,1,0.01214537,0.043851287,0.47,1.672097858,304436911,4,4,4
30443691,2,3,0,2,3,8,2,TX,2,1,44,2,1.978,7,1,1,10,731,HBW,1,1,0,0,0,0,1,1,0,0,0,1,3,0,0,0,1,1,1,0,0,3,0,0,0,1,2,0,1,0,0,0,0,3,0,0,0,1,4,0,0,0,1,0,0,0,1,1,0,0.000675502,0.005719733,0.07,0.84509804,304436912,4,1,4
30443693,1,3,0,2,5,7,3,WI,3,1,47,2,1.659,5,1,1,10,655,HBW,1,1,0,0,0,0,1,1,0,1,1,1,3,0,0,0,1,3,0,0,1,3,0,0,0,1,3,0,0,1,0,0,1,4,0,0,0,0,5,0,0,0,0,1,0,0,1,1,0,0.000566506,0.003813155,0.05,0.698970004,304436931,4,3,3
30443700,1,3,0,3,4,5,3,WI,5,1,31,1,2.064,7,1,1,10,900,HBW,1,1,0,0,0,0,1,0,0,0,0,1,4,0,0,0,1,2,0,1,0,2,0,0,1,0,3,0,0,1,0,0,1,4,0,0,0,0,4,0,0,0,1,0,0,0,1,1,1,0.000704887,0.005719733,0.07,0.84509804,304437001,4,4,4
30443700,3,3,0,3,3,5,3,WI,5,1,23,2,47.404,70,1,1,10,900,HBW,1,1,0,0,0,0,1,0,0,0,0,1,4,0,0,0,1,1,1,0,0,2,0,0,1,0,3,0,0,1,0,0,1,4,0,0,0,0,2,0,1,0,0,0,0,0,1,1,0,0.016196674,0.06577693,0.7,1.84509804,304437003,-1,-1,-1
30443722,2,3,1,2,2,2,2,TX,1,2,20,2,4.171,35,1,1,10,715,HBW,2,0,1,0,0,0,1,1,1,1,1,1,3,0,0,0,1,1,1,0,0,1,0,1,0,0,2,0,1,0,0,0,0,2,0,0,1,0,2,0,1,0,0,0,0,0,1,1,0,0.001424807,0.032411821,0.35,1.544068044,304437222,1,4,3
30443804,2,3,1,1,2,4,2,CA,2,2,32,1,1.312,5,1,1,10,830,HBW,2,0,1,0,0,0,1,1,0,0,0,1,2,0,0,1,0,1,1,0,0,2,0,0,1,0,2,0,1,0,0,0,0,3,0,0,0,1,4,0,0,0,1,0,0,0,1,1,1,0.000447943,0.003813155,0.05,0.698970004,304438042,4,4,4
30443832,1,3,1,2,5,9,2,TX,2,1,55,1,6.467,30,1,1,10,700,HBW,2,0,1,0,0,0,1,1,1,0,0,1,3,0,0,0,1,3,0,0,1,4,0,0,0,0,2,0,1,0,0,0,0,3,0,0,0,1,5,0,0,0,0,1,0,0,1,1,1,0.002209305,0.027645377,0.3,1.477121255,304438321,1,4,4
30443832,2,5,0,2,4,9,2,TX,2,1,54,2,2.83,18,1,1,10,730,HBW,1,1,0,0,0,0,1,1,0,0,0,1,3,0,0,0,1,2,0,1,0,4,0,0,0,0,2,0,1,0,0,0,0,3,0,0,0,1,5,0,0,0,0,1,0,0,1,1,0,0.000966614,0.01620591,0.18,1.255272505,304438322,4,3,4
30443836,1,4,2,2,5,6,4,SC,2,1,38,2,5.844,15,1,1,10,615,HBW,2,0,1,0,0,0,1,1,1,0,0,1,3,0,0,0,1,3,0,0,1,3,0,0,0,1,4,0,0,0,1,0,1,3,0,0,0,1,4,0,0,0,1,0,0,0,1,1,0,0.001996438,0.013346044,0.15,1.176091259,304438361,1,4,4
30443836,2,3,0,2,5,6,4,SC,2,1,38,1,4.074,10,1,1,10,700,HBW,1,1,0,0,0,0,1,0,0,0,0,1,3,0,0,0,1,3,0,0,1,3,0,0,0,1,4,0,0,0,1,0,1,3,0,0,0,1,4,0,0,0,1,0,0,0,1,1,1,0.001391664,0.0085796,0.1,1,304438362,-1,-1,-1
30443847,1,3,0,1,4,9,1,TX,3,1,50,1,15.496,25,1,1,10,600,HBW,1,1,0,0,0,0,1,0,0,0,0,1,2,0,0,1,0,2,0,1,0,4,0,0,0,0,1,1,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,1,0,0,1,1,1,0.005294337,0.022878932,0.25,1.397940009,304438471,2,4,4
30443893,1,3,0,2,4,6,2,MI,2,1,34,1,3.106,10,1,1,10,900,HBW,1,1,0,0,0,0,1,1,1,1,1,1,3,0,0,0,1,2,0,1,0,3,0,0,0,1,2,0,1,0,0,0,0,3,0,0,0,1,4,0,0,0,1,0,0,0,1,1,1,0.001060918,0.0085796,0.1,1,304438931,3,3,3
30443893,2,3,0,2,2,6,2,MI,2,1,30,2,3.106,13,1,1,10,750,HBW,1,1,0,0,0,0,1,0,0,0,0,1,3,0,0,0,1,1,1,0,0,3,0,0,0,1,2,0,1,0,0,0,0,3,0,0,0,1,4,0,0,0,1,0,0,0,1,1,0,0.001060918,0.011439466,0.13,1.113943352,304438932,-1,-1,-1
30443896,1,3,0,2,3,8,2,SC,6,1,41,2,17.036,60,1,1,10,800,HBW,1,1,0,0,0,0,1,1,1,0,0,1,3,0,0,0,1,1,1,0,0,3,0,0,0,1,2,0,1,0,0,0,0,4,0,0,0,0,4,0,0,0,1,0,0,0,1,1,0,0.005820525,0.056244042,0.6,1.77815125,304438961,1,3,4
30443896,2,3,0,2,3,8,2,SC,6,1,48,1,5.188,15,1,1,10,700,HBW,1,1,0,0,0,0,1,0,0,0,0,1,3,0,0,0,1,1,1,0,0,3,0,0,0,1,2,0,1,0,0,0,0,4,0,0,0,0,5,0,0,0,0,1,0,0,1,1,1,0.001772296,0.013346044,0.15,1.176091259,304438962,-1,-1,-1
30443910,1,3,0,1,5,9,2,NC,1,1,51,1,6.8,20,1,1,10,730,HBW,1,1,0,0,0,0,1,0,0,0,0,1,2,0,0,1,0,3,0,0,1,4,0,0,0,0,2,0,1,0,0,0,0,2,0,0,1,0,5,0,0,0,0,1,0,0,1,1,1,0.002323085,0.018112488,0.2,1.301029996,304439101,2,4,4
30443952,1,6,0,2,2,8,2,TX,2,1,50,1,9.078,30,2,2,1,600,HBW,1,1,0,0,0,0,1,1,0,0,0,1,3,0,0,0,1,1,1,0,0,3,0,0,0,1,2,0,1,0,0,0,0,3,0,0,0,1,5,0,0,0,0,1,0,0,0,0,1,0.003101433,0.027645377,0.3,1.477121255,304439521,4,1,4
30443955,1,4,1,1,3,7,1,NC,3,1,48,2,0.461,2,1,1,10,745,HBW,2,0,1,0,0,0,1,1,0,0,1,1,2,0,0,1,0,1,1,0,0,3,0,0,0,1,1,1,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,1,0,0,1,1,0,0.000157173,0.000953289,0.02,0.301029996,304439551,4,1,2
30444062,1,1,0,2,4,11,2,TX,2,1,64,1,0.197,5,2,1,10,630,HBW,5,0,0,0,0,1,0,0,0,0,1,1,3,0,0,0,1,2,0,1,0,4,0,0,0,0,2,0,1,0,0,0,0,3,0,0,0,1,6,0,0,0,0,0,1,0,0,1,1,6.70E-05,0.003813155,0.05,0.698970004,304440621,4,4,2
30444089,2,3,0,2,5,9,3,TX,2,1,36,1,8.43,18,1,1,10,830,HBW,1,1,0,0,0,0,1,1,0,0,1,1,3,0,0,0,1,3,0,0,1,4,0,0,0,0,3,0,0,1,0,0,1,3,0,0,0,1,4,0,0,0,1,0,0,0,1,1,1,0.002880024,0.01620591,0.18,1.255272505,304440892,4,3,2
30444111,1,3,0,2,4,10,2,WI,2,2,31,1,21.834,25,1,1,10,750,HBW,1,1,0,0,0,0,1,1,1,0,1,1,3,0,0,0,1,2,0,1,0,4,0,0,0,0,2,0,1,0,0,0,0,3,0,0,0,1,4,0,0,0,1,0,0,0,1,1,1,0.007459907,0.022878932,0.25,1.397940009,304441111,3,3,2
30444111,2,4,0,2,4,10,2,WI,2,2,31,2,2.974,10,1,1,1,800,HBW,1,1,0,0,0,0,1,1,1,0,1,1,3,0,0,0,1,2,0,1,0,4,0,0,0,0,2,0,1,0,0,0,0,3,0,0,0,1,4,0,0,0,1,0,0,0,1,1,0,0.001015816,0.0085796,0.1,1,304441112,3,3,2
30444111,2,4,0,2,4,10,2,WI,2,2,31,2,2.989,10,1,1,10,830,HBW,1,1,0,0,0,0,1,1,1,0,1,1,3,0,0,0,1,2,0,1,0,4,0,0,0,0,2,0,1,0,0,0,0,3,0,0,0,1,4,0,0,0,1,0,0,0,1,1,0,0.001020941,0.0085796,0.1,1,304441112,3,3,2
30444125,4,3,0,4,4,7,4,CA,4,1,22,1,14.25,30,1,1,10,900,HBW,1,1,0,0,0,0,1,0,0,0,1,1,4,0,0,0,1,2,0,1,0,3,0,0,0,1,4,0,0,0,1,0,1,4,0,0,0,0,2,0,1,0,0,0,0,0,1,1,1,0.004868603,0.027645377,0.3,1.477121255,304441254,2,4,2
30444187,2,4,0,2,4,4,2,WI,2,1,58,2,2.61,15,1,1,10,715,HBW,1,1,0,0,0,0,1,0,0,0,0,1,3,0,0,0,1,2,0,1,0,2,0,0,1,0,2,0,1,0,0,0,0,3,0,0,0,1,5,0,0,0,0,1,0,0,1,1,0,0.000891444,0.013346044,0.15,1.176091259,304441872,-1,-1,-1
30444215,2,4,0,3,3,7,3,WI,0,1,48,2,43.835,60,2,1,10,645,HBW,1,1,0,0,0,0,1,0,0,0,0,1,4,0,0,0,1,1,1,0,0,3,0,0,0,1,3,0,0,1,0,0,1,1,0,1,0,0,5,0,0,0,0,1,0,0,0,1,0,0.014977217,0.056244042,0.6,1.77815125,304442152,4,4,4
30444233,1,3,0,2,3,9,2,TX,2,1,60,1,35.291,60,1,1,10,600,HBW,1,1,0,0,0,0,1,0,1,0,0,1,3,0,0,0,1,1,1,0,0,4,0,0,0,0,2,0,1,0,0,0,0,3,0,0,0,1,6,0,0,0,0,0,1,0,1,1,1,0.0120579,0.056244042,0.6,1.77815125,304442331,3,4,4
30444233,2,3,0,2,3,9,2,TX,2,1,54,2,23.154,25,1,1,10,705,HBW,1,1,0,0,0,0,1,0,0,0,0,1,3,0,0,0,1,1,1,0,0,4,0,0,0,0,2,0,1,0,0,0,0,3,0,0,0,1,5,0,0,0,0,1,0,0,1,1,0,0.007910925,0.022878932,0.25,1.397940009,304442332,-1,-1,-1
30444279,1,4,0,2,4,7,2,TX,2,1,59,1,9.007,30,1,1,10,600,HBW,1,1,0,0,0,0,1,0,1,0,0,1,3,0,0,0,1,2,0,1,0,3,0,0,0,1,2,0,1,0,0,0,0,3,0,0,0,1,5,0,0,0,0,1,0,0,1,1,1,0.003077173,0.027645377,0.3,1.477121255,304442791,3,4,4
30444282,2,4,0,2,2,8,4,FL,2,1,49,2,23.53,20,1,1,10,830,HBW,1,1,0,0,0,0,1,1,0,0,0,1,3,0,0,0,1,1,1,0,0,3,0,0,0,1,4,0,0,0,1,0,1,3,0,0,0,1,5,0,0,0,0,1,0,0,1,1,0,0.008039397,0.018112488,0.2,1.301029996,304442822,2,1,4
30444317,1,4,0,2,5,8,2,CA,4,1,73,1,4.469,15,1,1,10,630,HBW,1,1,0,0,0,0,1,1,1,1,1,1,3,0,0,0,1,3,0,0,1,3,0,0,0,1,2,0,1,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,1,0,1,1,1,0.001526628,0.013346044,0.15,1.176091259,304443171,1,1,3
30444340,1,3,0,2,3,6,2,IL,2,1,70,1,13.509,15,1,1,10,635,HBW,1,1,0,0,0,0,1,0,0,0,0,1,3,0,0,0,1,1,1,0,0,3,0,0,0,1,2,0,1,0,0,0,0,3,0,0,0,1,6,0,0,0,0,0,1,0,1,1,1,0.004615418,0.013346044,0.15,1.176091259,304443401,4,4,4
