,estimate,std_errors,t_ratios
job_type_Management executive_bus,-6.485671e-08,2.5165846e-05,-0.0025771717
job_type_Management executive_train,-7.02721e-09,2.1793627e-05,-0.00032244335
job_type_Management executive_walk,-7.0174686e-08,2.4998637e-05,-0.0028071406
job_type_Management executive_bike,3.63734e-08,3.1247753e-05,0.0011640325
job_type_Management executive_motor,1.4592633e-08,3.3264078e-05,0.00043869045
job_type_civil servant_bus,1.1549615e-08,2.6097123e-05,0.00044256277
job_type_civil servant_train,3.2774699e-09,2.6296868e-05,0.00012463347
job_type_civil servant_walk,-6.672005e-08,3.476696e-05,-0.0019190648
job_type_civil servant_bike,-4.9535537e-08,3.30744e-05,-0.0014977002
job_type_civil servant_motor,-7.8152205e-09,2.7428541e-05,-0.00028493023
job_type_Housewife_bus,-3.452676e-08,2.8215176e-05,-0.0012236946
job_type_Housewife_train,3.412188e-08,2.8315988e-05,0.0012050393
job_type_Housewife_walk,2.7986955e-08,2.657435e-05,0.0010531567
job_type_Housewife_bike,8.7419295e-08,2.9500883e-05,0.0029632773
job_type_Housewife_motor,1.3115462e-07,2.7413234e-05,0.004784354
job_type_Self employed/ Freelance_bus,-0.0,4.7957394e-05,-0.0
job_type_Self employed/ Freelance_train,-0.0,4.7957394e-05,-0.0
job_type_Self employed/ Freelance_walk,-0.0,4.7957394e-05,-0.0
job_type_Self employed/ Freelance_bike,0.0,4.7957394e-05,0.0
job_type_Self employed/ Freelance_motor,0.0,4.7957394e-05,0.0
job_type_Others_bus,1.440894e-08,3.0362502e-05,0.00047456365
job_type_Others_train,-1.3002402e-07,2.6322194e-05,-0.0049397107
job_type_Others_walk,-1.0786605e-08,2.2770198e-05,-0.00047371592
job_type_Others_bike,6.997327e-09,2.571095e-05,0.0002721536
job_type_Others_motor,-3.2497084e-08,2.9220624e-05,-0.0011121284
job_type_Unemployed_bus,3.4984573e-08,3.3424752e-05,0.0010466666
job_type_Unemployed_train,6.030443e-08,2.8608087e-05,0.0021079504
job_type_Unemployed_walk,-2.061562e-08,3.03749e-05,-0.00067870575
job_type_Unemployed_bike,1.0496843e-07,2.8800381e-05,0.0036446888
job_type_Unemployed_motor,-3.2835956e-08,2.6899785e-05,-0.0012206773
